ID,DataRow ID,Labeled Data,Label,Created By,Project Name,Created At,Updated At,Seconds to Label,External ID,Agreement,Benchmark Agreement,Benchmark ID,Benchmark Reference ID,Dataset Name,Reviews,View Label
cjumxofzgb7he0987m9zji03n,cjsdreh8ea8fw0bqpasye1kdj,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F11686083-3791-ea3e-a37a-b212b1234f25-video33669.mp4__frame176.png,"{""quality_level"":""quality_3"",""quadrant"":""subcostal""}",dustin.morrow@prismahealth.org,FAST,1555609412000,1555613732000,4.425,video33669.mp4__frame176.png,1,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxofzgb7he0987m9zji03n
cjumxoi3gb7i90987jkudgt0q,cjsdreh80a7u00bqpcinhioli,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F1250f9be-bf31-366e-367e-5cd852f956f2-video33614.mp4__frame66.png,"{""quality_level"":""quality_4"",""quadrant"":""right_upper_quadrant""}",john.cull@prismahealth.org,FAST,1555609414000,1555609414000,16.495,video33614.mp4__frame66.png,1,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxoi3gb7i90987jkudgt0q
cjumxov0y7hhb0998ztt85x31,cjsdreh8ea8g00bqpdr7fmkoh,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Fcbc2fd84-6a5e-0678-d000-ff9f362093f3-video33670.mp4__frame22.png,"{""quality_level"":""quality_3"",""quadrant"":""subcostal""}",dustin.morrow@prismahealth.org,FAST,1555609431000,1555613738000,19.265,video33670.mp4__frame22.png,0.5,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxov0y7hhb0998ztt85x31
cjumxov5zckhh087110tv9to8,cjsdreh80a7u40bqpbf82nhaj,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F960513d3-35a1-3f3f-6ea0-34f3c63e81b8-video33614.mp4__frame88.png,"{""quality_level"":""quality_4"",""quadrant"":""right_upper_quadrant""}",john.cull@prismahealth.org,FAST,1555609431000,1555609431000,16.689,video33614.mp4__frame88.png,1,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxov5zckhh087110tv9to8
cjumxp02e7loe0944gzrju90j,cjsdreh80a7u80bqpspxh0ioe,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F770fbf5a-afec-cf73-a9b5-707b2db530c7-video33614.mp4__frame110.png,"{""quality_level"":""quality_4"",""quadrant"":""right_upper_quadrant""}",john.cull@prismahealth.org,FAST,1555609438000,1555609438000,6.11,video33614.mp4__frame110.png,1,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxp02e7loe0944gzrju90j
cjumxp3qz7lpl0944b8pcbp1i,cjsdreh8ea8g40bqp9xl0s41o,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F126df156-2056-e0e3-d3e9-7bcb8d9d4dee-video33670.mp4__frame44.png,"{""quality_level"":""quality_4"",""quadrant"":""subcostal""}",dustin.morrow@prismahealth.org,FAST,1555609442000,1555613748000,11.081,video33670.mp4__frame44.png,0.5,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxp3qz7lpl0944b8pcbp1i
cjumxp5gq7hmp09988t81cqde,cjsdreh80a7uc0bqpl1u2i7k1,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F83aeaf77-b479-58f0-7d6d-759825b1d6d8-video33614.mp4__frame132.png,"{""quality_level"":""quality_4"",""quadrant"":""right_upper_quadrant""}",john.cull@prismahealth.org,FAST,1555609445000,1555609445000,6.747,video33614.mp4__frame132.png,1,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxp5gq7hmp09988t81cqde
cjumxp6fabupr08182i2ysbua,cjsdreh8ea8g80bqpfxazugwc,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Feac32975-c8ec-6e43-dc6b-3c0eeb17977f-video33670.mp4__frame66.png,"{""quality_level"":""quality_4"",""quadrant"":""subcostal""}",dustin.morrow@prismahealth.org,FAST,1555609446000,1555613754000,3.281,video33670.mp4__frame66.png,0.5,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxp6fabupr08182i2ysbua
cjumxp9ap7lur09442j39qcue,cjsdreh80a7ug0bqpub36t8kf,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F8b275d9e-76f2-7bd2-1b46-f98393a3115d-video33614.mp4__frame154.png,"{""quality_level"":""quality_4"",""quadrant"":""right_upper_quadrant""}",john.cull@prismahealth.org,FAST,1555609450000,1555609450000,4.741,video33614.mp4__frame154.png,1,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxp9ap7lur09442j39qcue
cjumxpb11aohj0755s7z3dsdq,cjsdreh8ea8gc0bqprru67l0o,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Fa5153f63-eb14-49bf-27de-9e07b500e20e-video33670.mp4__frame88.png,"{""quality_level"":""quality_4"",""quadrant"":""subcostal""}",dustin.morrow@prismahealth.org,FAST,1555609452000,1555613763000,3.862,video33670.mp4__frame88.png,0.5,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxpb11aohj0755s7z3dsdq
cjumxpdt6aol70755ggak36sf,cjsdreh80a7uk0bqpzzpqryp7,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F0f042b53-1a4b-c1a9-93ea-3912f26ef548-video33614.mp4__frame176.png,"{""quality_level"":""quality_3"",""quadrant"":""right_upper_quadrant""}",john.cull@prismahealth.org,FAST,1555609455000,1555609455000,5.573,video33614.mp4__frame176.png,1,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxpdt6aol70755ggak36sf
cjumxpgqbbuvg0818he0jr1pd,cjsdreh8ea8gg0bqp41xq879z,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F2d24cbe2-7052-d594-e638-6a21941f4246-video33670.mp4__frame110.png,"{""quality_level"":""quality_3"",""quadrant"":""subcostal""}",dustin.morrow@prismahealth.org,FAST,1555609459000,1555613769000,7.134,video33670.mp4__frame110.png,0.5,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxpgqbbuvg0818he0jr1pd
cjumxpkeyb82b0987hjcbtgff,cjsdreh80a7uo0bqpup9wlvfs,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Fe0c5fc55-19c2-f6bc-53ab-ed98f16a1d29-video33615.mp4__frame22.png,"{""quality_level"":""quality_3"",""quadrant"":""right_upper_quadrant""}",john.cull@prismahealth.org,FAST,1555609464000,1555609464000,8.259,video33615.mp4__frame22.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxpkeyb82b0987hjcbtgff
cjumxpuep7hxq09987i3o7lt9,cjsdreh81a7us0bqpgicbjg6w,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Fc6915c8a-d5a7-0a6b-f73d-7eb82d11e00c-video33615.mp4__frame44.png,"{""quality_level"":""quality_2"",""quadrant"":""right_upper_quadrant""}",john.cull@prismahealth.org,FAST,1555609477000,1555609477000,12.696,video33615.mp4__frame44.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxpuep7hxq09987i3o7lt9
cjumxpuwtbo5t08179ih42vj4,cjsdreh8fa8gk0bqpa5k6dib6,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F45032242-0421-fd79-7162-869010e1474b-video33670.mp4__frame132.png,"{""quality_level"":""quality_3"",""quadrant"":""subcostal""}",dustin.morrow@prismahealth.org,FAST,1555609478000,1555613774000,18.153,video33670.mp4__frame132.png,0.5,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxpuwtbo5t08179ih42vj4
cjumxpy47b89q098737jcmndg,cjsdreh8fa8go0bqpb9j7d473,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F9af126fe-7f3a-80c5-65ef-b0cbb2d819be-video33670.mp4__frame154.png,"{""quality_level"":""quality_3"",""quadrant"":""subcostal""}",dustin.morrow@prismahealth.org,FAST,1555609482000,1555613785000,3.95,video33670.mp4__frame154.png,0.5,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxpy47b89q098737jcmndg
cjumxq2aibv6y0818nomvz7cy,cjsdreh81a7uw0bqpk4vkymmq,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F4762ee37-5e5f-0d8b-9a19-7f26bb631106-video33615.mp4__frame66.png,"{""quality_level"":""quality_4"",""quadrant"":""right_upper_quadrant""}",john.cull@prismahealth.org,FAST,1555609487000,1555609487000,7.262,video33615.mp4__frame66.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxq2aibv6y0818nomvz7cy
cjumxq2d9aow207558ec6ep9q,cjsdreh8fa8gs0bqpunse95m5,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F219e8b4c-4f45-1433-5fe4-0c63ef845a80-video33670.mp4__frame176.png,"{""quality_level"":""quality_4"",""quadrant"":""subcostal""}",dustin.morrow@prismahealth.org,FAST,1555609487000,1555613791000,3.487,video33670.mp4__frame176.png,0.5,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxq2d9aow207558ec6ep9q
cjumxq6ccb8dq0987e5rwesgu,cjsdreh8fa8gw0bqpny2byxce,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Fa43bf28b-0533-c3d9-6917-f512102e1043-video33671.mp4__frame22.png,"{""quality_level"":""quality_2"",""quadrant"":""suprapubic""}",dustin.morrow@prismahealth.org,FAST,1555609492000,1555613796000,4.315,video33671.mp4__frame22.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxq6ccb8dq0987e5rwesgu
cjumxq6uf7mbj0944l96o7dpo,cjsdreh81a7v00bqpnopxtv7v,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F840931a0-1c73-5b57-102f-3e42ee32a76c-video33615.mp4__frame88.png,"{""quality_level"":""quality_4"",""quadrant"":""right_upper_quadrant""}",john.cull@prismahealth.org,FAST,1555609493000,1555609493000,5.656,video33615.mp4__frame88.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxq6uf7mbj0944l96o7dpo
cjumxq9anbv9l0818o94m6hf2,cjsdreh8fa8h00bqp7mfdz3ez,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Fe6a5055e-0b29-6aed-4437-d1a3dece8597-video33671.mp4__frame44.png,"{""quality_level"":""quality_2"",""quadrant"":""suprapubic""}",dustin.morrow@prismahealth.org,FAST,1555609496000,1555613798000,3.652,video33671.mp4__frame44.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxq9anbv9l0818o94m6hf2
cjumxqda1bvbj0818cyuv358e,cjsdreh8fa8h40bqp8mwjjjh2,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Feff7fbbd-edc2-5fdf-f25a-209fe963b35c-video33671.mp4__frame66.png,"{""quality_level"":""quality_1"",""quadrant"":""unknown""}",dustin.morrow@prismahealth.org,FAST,1555609501000,1555613800000,4.166,video33671.mp4__frame66.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxqda1bvbj0818cyuv358e
cjumxqdeiap240755qgumbx8r,cjsdreh81a7v40bqp78aht00z,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Fe3318e68-e3d8-def4-1a89-a09b1b27dc0e-video33615.mp4__frame110.png,"{""quality_level"":""quality_4"",""quadrant"":""right_upper_quadrant""}",john.cull@prismahealth.org,FAST,1555609502000,1555609502000,7.734,video33615.mp4__frame110.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxqdeiap240755qgumbx8r
cjumxqih3ap4v07550u673hrl,cjsdreh8fa8h80bqpzqavcmol,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F83b60ab0-633a-f173-da66-18a336974d44-video33671.mp4__frame88.png,"{""quality_level"":""quality_1"",""quadrant"":""unknown""}",dustin.morrow@prismahealth.org,FAST,1555609508000,1555613801000,5.082,video33671.mp4__frame88.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxqih3ap4v07550u673hrl
cjumxqm7bbvf90818kh8ljsd5,cjsdreh81a7v80bqp3u19b2na,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Fcb3914be-db6c-cbec-c157-5d531bae68e0-video33615.mp4__frame132.png,"{""quality_level"":""quality_4"",""quadrant"":""right_upper_quadrant""}",john.cull@prismahealth.org,FAST,1555609513000,1555609513000,11.156,video33615.mp4__frame132.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxqm7bbvf90818kh8ljsd5
cjumxqou97icc0998zfmdyu7q,cjsdreh8fa8hc0bqpysn67kfo,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F1cbff6a3-22bb-e7c8-1abf-1e1d12bd933e-video33671.mp4__frame110.png,"{""quality_level"":""quality_3"",""quadrant"":""suprapubic""}",dustin.morrow@prismahealth.org,FAST,1555609516000,1555613812000,7.964,video33671.mp4__frame110.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxqou97icc0998zfmdyu7q
cjumxqqjjbokn0817024ln7cd,cjsdreh81a7vc0bqpqo9vizyz,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F29daa5dc-b219-e1e1-56dc-86ea0fd067c2-video33615.mp4__frame154.png,"{""quality_level"":""quality_4"",""quadrant"":""right_upper_quadrant""}",john.cull@prismahealth.org,FAST,1555609519000,1555609519000,5.368,video33615.mp4__frame154.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxqqjjbokn0817024ln7cd
cjumxr5qgb8s10987mg9ei67e,cjsdreh81a7vg0bqphiqqgrru,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F4cceccab-518c-060c-bacb-d7ce7b52bb59-video33615.mp4__frame176.png,"{""quality_level"":""quality_4"",""quadrant"":""right_upper_quadrant""}",john.cull@prismahealth.org,FAST,1555609538000,1555609538000,19.433,video33615.mp4__frame176.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxr5qgb8s10987mg9ei67e
cjumxrysr7ivi0998baeak16z,cjsdreh8ha8hg0bqpaqkjoge5,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F94b4ddb2-bede-87ec-4f80-646010a9feee-video33671.mp4__frame132.png,"{""quality_level"":""quality_5"",""quadrant"":""unknown""}",dustin.morrow@prismahealth.org,FAST,1555609576000,1555613814000,59.223,video33671.mp4__frame132.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxrysr7ivi0998baeak16z
cjumxs40i7iyk0998kg60smyo,cjsdreh8ha8hk0bqp4qyrf2sl,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F2081e54c-8195-99a2-7ba1-580299bd6e93-video33671.mp4__frame154.png,Skip,dustin.morrow@prismahealth.org,FAST,1555609583000,1555613815000,6.514,video33671.mp4__frame154.png,1,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxs40i7iyk0998kg60smyo
cjumxs5t5b95j09873irmsfj6,cjsdreh8ha8ho0bqpo8sv6unk,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F9d933f86-2b8f-653e-fc85-5d4623df428e-video33671.mp4__frame176.png,Skip,dustin.morrow@prismahealth.org,FAST,1555609585000,1555613820000,2.147,video33671.mp4__frame176.png,1,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxs5t5b95j09873irmsfj6
cjumxsagsapuv0755d3632a4x,cjsdreh81a7vk0bqpy8k3itle,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F80eb1deb-fd28-e232-66a5-2158ada66dfb-video33616.mp4__frame22.png,"{""quality_level"":""quality_1"",""quadrant"":""unknown""}",john.cull@prismahealth.org,FAST,1555609591000,1555609591000,52.494,video33616.mp4__frame22.png,1,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxsagsapuv0755d3632a4x
cjumxsdwq7n3b0944k3vqx3rc,cjsdreh8ha8hs0bqpxos7c2uu,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Fa8938201-6c82-cd94-765e-67fe7f95b470-video33672.mp4__frame22.png,Skip,dustin.morrow@prismahealth.org,FAST,1555609595000,1555613821000,10.21,video33672.mp4__frame22.png,1,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxsdwq7n3b0944k3vqx3rc
cjumxsg2tcm0p0871vaw7d2xe,cjsdreh8ha8hw0bqpcdtzt7l9,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F481ebf31-329b-1af2-e152-e40c1e3ce3cd-video33672.mp4__frame44.png,Skip,dustin.morrow@prismahealth.org,FAST,1555609598000,1555613824000,2.645,video33672.mp4__frame44.png,1,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxsg2tcm0p0871vaw7d2xe
cjumxshc5apz00755uk6jbxvn,cjsdreh8ha8i00bqp1av6ct0z,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Ffc68798c-69bd-8540-3f50-7cc00ad5a6ea-video33672.mp4__frame66.png,Skip,dustin.morrow@prismahealth.org,FAST,1555609600000,1555613826000,1.457,video33672.mp4__frame66.png,1,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxshc5apz00755uk6jbxvn
cjumxsids7n5r094442gynlnp,cjsdreh8ha8i40bqp6x5qh9e2,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F6049c449-d5e8-b9d1-ee40-e4b3d6dd0d1a-video33672.mp4__frame88.png,Skip,dustin.morrow@prismahealth.org,FAST,1555609601000,1555613827000,1.128,video33672.mp4__frame88.png,1,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxsids7n5r094442gynlnp
cjumxsj0laq13075556kj4f7x,cjsdreh81a7vo0bqplwzthbox,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F863b226e-8da1-96d9-cbd9-f6f2f45a37bc-video33616.mp4__frame44.png,"{""quality_level"":""quality_1"",""quadrant"":""unknown""}",john.cull@prismahealth.org,FAST,1555609602000,1555609602000,10.816,video33616.mp4__frame44.png,1,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxsj0laq13075556kj4f7x
cjumxsjeabpbz0817aeyf49dd,cjsdreh8ha8i80bqpfevfvg8m,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F4b95b0b2-b8c1-ae84-3db4-ae52ef2bd041-video33672.mp4__frame110.png,Skip,dustin.morrow@prismahealth.org,FAST,1555609603000,1555613828000,1.141,video33672.mp4__frame110.png,1,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxsjeabpbz0817aeyf49dd
cjumxskgqcm3m0871g1kp3312,cjsdreh8ha8ic0bqp20yybyvj,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F8515288f-f852-b795-613c-faf34ddc3942-video33672.mp4__frame132.png,Skip,dustin.morrow@prismahealth.org,FAST,1555609604000,1555613830000,1.22,video33672.mp4__frame132.png,1,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxskgqcm3m0871g1kp3312
cjumxslgnaq4j0755xeyzhvbh,cjsdreh8ha8ig0bqpjq9d3cul,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Ff896a529-f504-8629-3bb9-dee583edb82d-video33672.mp4__frame154.png,Skip,dustin.morrow@prismahealth.org,FAST,1555609605000,1555613831000,1.125,video33672.mp4__frame154.png,1,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxslgnaq4j0755xeyzhvbh
cjumxsmopbw6y0818r6ts1u8c,cjsdreh8ha8ik0bqpx7gqjt1y,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Ff9791822-e371-1bd8-a4e1-3cdfbf122088-video33672.mp4__frame176.png,Skip,dustin.morrow@prismahealth.org,FAST,1555609607000,1555942179000,0.933,video33672.mp4__frame176.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxsmopbw6y0818r6ts1u8c
cjumxsmxu7n9p0944fjd6hesk,cjsdreh81a7vs0bqpfmr815q3,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Ff08b84fb-1063-81c2-ba02-fa65b1888db8-video33616.mp4__frame66.png,"{""quality_level"":""quality_1"",""quadrant"":""unknown""}",john.cull@prismahealth.org,FAST,1555609607000,1555609607000,4.803,video33616.mp4__frame66.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxsmxu7n9p0944fjd6hesk
cjumxsqy8bw9u0818x5uxho35,cjsdreh81a7vw0bqp9lmnagbh,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F65e19b70-8ffc-5b49-0cad-ba50802f1cc1-video33616.mp4__frame88.png,"{""quality_level"":""quality_1"",""quadrant"":""unknown""}",john.cull@prismahealth.org,FAST,1555609612000,1555609612000,4.958,video33616.mp4__frame88.png,0,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxsqy8bw9u0818x5uxho35
cjumxsr90cm7z08711o8f6g5b,cjsdreh8ha8io0bqpowg7qb4a,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F6a969933-b668-6e39-549f-3aceef004e62-video33802.mp4__frame22.png,"{""quality_level"":""quality_2"",""quadrant"":""left_upper_quadrant""}",dustin.morrow@prismahealth.org,FAST,1555609613000,1555942191000,5.648,video33802.mp4__frame22.png,0.5,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxsr90cm7z08711o8f6g5b
cjumxsumwbwdy08183z4hkz5j,cjsdreh8ia8is0bqpfox0gtzt,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F000fc245-cb7d-34dc-b049-c4fc43cb415e-video33802.mp4__frame44.png,"{""quality_level"":""quality_2"",""quadrant"":""left_upper_quadrant""}",dustin.morrow@prismahealth.org,FAST,1555609617000,1555942200000,4.21,video33802.mp4__frame44.png,0.5,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxsumwbwdy08183z4hkz5j
cjumxsypfaqe50755cgzuaxni,cjsdreh8ia8iw0bqp6lllmyhg,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Fdff35bcd-d4d5-de17-3261-faa3a4ce60c1-video33802.mp4__frame66.png,"{""quality_level"":""quality_2"",""quadrant"":""left_upper_quadrant""}",dustin.morrow@prismahealth.org,FAST,1555609622000,1555942208000,3.773,video33802.mp4__frame66.png,0.5,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxsypfaqe50755cgzuaxni
cjumxsypebwfq0818uoeq4zbe,cjsdreh81a7w00bqp8kr3jrvj,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2Fec14932c-f478-c731-422f-1468d2d6bdfa-video33616.mp4__frame110.png,"{""quality_level"":""quality_1"",""quadrant"":""unknown""}",john.cull@prismahealth.org,FAST,1555609622000,1555609623000,9.437,video33616.mp4__frame110.png,1,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxsypebwfq0818uoeq4zbe
cjumxt3p0cmhp0871djs2fo0q,cjsdreh8ia8j00bqp76x0f542,https://storage.googleapis.com/labelbox-193903.appspot.com/cjr2c97rdq7tr073725l61coe%2F33c61797-45f8-0fa2-af4e-6c8f40904e04-video33802.mp4__frame88.png,"{""quality_level"":""quality_2"",""quadrant"":""left_upper_quadrant""}",dustin.morrow@prismahealth.org,FAST,1555609629000,1555942217000,4.514,video33802.mp4__frame88.png,0.5,,,,FAST_8_Part5,[],https://image-segmentation-v4.labelbox.com?project=cjrap3v2e571j0737o8evqfxk&label=cjumxt3p0cmhp0871djs2fo0q
